,translated_tweet,remove,tweet_clean,tweet
2989,booster vaccine injection pain and side effects disappear,booster vaccine injection pain and side effects disappear,"['booster', 'vaccine', 'injection', 'pain', 'and', 'side', 'effects', 'disappear']",booster vaccine injection pain and side effects disappear
2990,"Injecting the covid vaccine must be routine, clear the url expert","Injecting the covid vaccine must be routine, clear the url expert","['injecting', 'the', 'covid', 'vaccine', 'must', 'be', 'routine', 'clear', 'the', 'url', 'expert']",injecting the covid vaccine must be routine clear the url expert
2991,"sunwoo, dear child, I'm getting better soon. I know you're strong, you've had the booster vaccine, so you'll recover quickly","sunwoo, dear child, I'm getting better soon. I know you're strong, you've had the booster vaccine, so you'll recover quickly","['sunwoo', 'dear', 'child', 'i m', 'getting', 'better', 'soon', 'i', 'know', 'you re', 'strong', 'you ve', 'had', 'the', 'booster', 'vaccine', 'so', 'you ll', 'recover', 'quickly']",sunwoo dear child i m getting better soon i know you re strong you ve had the booster vaccine so you ll recover quickly
2992,superhero junior successful Indonesian vaccine PMI Boyolali District Health Service Boyolali like Sinovac vaccination dose Islamic elementary school students solid Arofah Boyolali Total benefit people url,superhero junior successful Indonesian vaccine PMI Boyolali District Health Service Boyolali like Sinovac vaccination dose Islamic elementary school students solid Arofah Boyolali Total benefit people url,"['superhero', 'junior', 'successful', 'indonesian', 'vaccine', 'pmi', 'boyolali', 'district', 'health', 'service', 'boyolali', 'like', 'sinovac', 'vaccination', 'dose', 'islamic', 'elementary', 'school', 'students', 'solid', 'arofah', 'boyolali', 'total', 'benefit', 'people', 'url']",superhero junior successful indonesian vaccine pmi boyolali district health service boyolali like sinovac vaccination dose islamic elementary school students solid arofah boyolali total benefit people url
2993,"support the command of the vaccine dentan, obey the procedure before it's safe, don't treat covid, don't be lulled","support the command of the vaccine dentan, obey the procedure before it's safe, don't treat covid, don't be lulled","['support', 'the', 'command', 'of', 'the', 'vaccine', 'dentan', 'obey', 'the', 'procedure', 'before', 'it s', 'safe', 'don t', 'treat', 'covid', 'don t', 'be', 'lulled']",support the command of the vaccine dentan obey the procedure before it s safe don t treat covid don t be lulled
2994,"Yesterday in Surabaya, East Java Police Chief, Nico Afinta, issued a url","Yesterday in Surabaya, East Java Police Chief, Nico Afinta, issued a url","['yesterday', 'in', 'surabaya', 'east', 'java', 'police', 'chief', 'nico', 'afinta', 'issued', 'a', 'url']",yesterday in surabaya east java police chief nico afinta issued a url
2995,booster vaccine,booster vaccine,"['booster', 'vaccine']",booster vaccine
2996,order booster vaccine booster vaccine must pay the end of a profitable vaccine business,order booster vaccine booster vaccine must pay the end of a profitable vaccine business,"['order', 'booster', 'vaccine', 'booster', 'vaccine', 'must', 'pay', 'the', 'end', 'of', 'a', 'profitable', 'vaccine', 'business']",order booster vaccine booster vaccine must pay the end of a profitable vaccine business
2997,indicator survey of the majority of the community refuses booster vaccination of children's vaccines url,indicator survey of the majority of the community refuses booster vaccination of children's vaccines url,"['indicator', 'survey', 'of', 'the', 'majority', 'of', 'the', 'community', 'refuses', 'booster', 'vaccination', 'of', 'children s', 'vaccines', 'url']",indicator survey of the majority of the community refuses booster vaccination of children s vaccines url
2998,indicator survey the majority of the community agrees booster child vaccine url,indicator survey the majority of the community agrees booster child vaccine url,"['indicator', 'survey', 'the', 'majority', 'of', 'the', 'community', 'agrees', 'booster', 'child', 'vaccine', 'url']",indicator survey the majority of the community agrees booster child vaccine url
2999,indicator survey of the majority of Indonesians refuse child vaccine booster vaccination url beritajogja jogja jogjaistimewa url,indicator survey of the majority of Indonesians refuse child vaccine booster vaccination url beritajogja jogja jogjaistimewa url,"['indicator', 'survey', 'of', 'the', 'majority', 'of', 'indonesians', 'refuse', 'child', 'vaccine', 'booster', 'vaccination', 'url', 'beritajogja', 'jogja', 'jogjaistimewa', 'url']",indicator survey of the majority of indonesians refuse child vaccine booster vaccination url beritajogja jogja jogjaistimewa url
3000,survey to accompany papa booster vaccine url,survey to accompany papa booster vaccine url,"['survey', 'to', 'accompany', 'papa', 'booster', 'vaccine', 'url']",survey to accompany papa booster vaccine url
3001,It's really hard to find a booster vaccine in Ciputat,It's really hard to find a booster vaccine in Ciputat,"['it s', 'really', 'hard', 'to', 'find', 'a', 'booster', 'vaccine', 'in', 'ciputat']",it s really hard to find a booster vaccine in ciputat
3002,It's really hard to find a booster vaccine,It's really hard to find a booster vaccine,"['it s', 'really', 'hard', 'to', 'find', 'a', 'booster', 'vaccine']",it s really hard to find a booster vaccine
3003,"It's hard to find a booster, henceforth, in Garut, my house is holding a Sunday vaccine","It's hard to find a booster, henceforth, in Garut, my house is holding a Sunday vaccine","['it s', 'hard', 'to', 'find', 'a', 'booster', 'henceforth', 'in', 'garut', 'my', 'house', 'is', 'holding', 'a', 'sunday', 'vaccine']",it s hard to find a booster henceforth in garut my house is holding a sunday vaccine
3004,"it's hard to get a full-fledged adult vaccine, the shutter is afraid to change it, yakjuj makjuj, shoots the Dajjal's automatic booster, the bosskur booster, that's the boss, yakjuj makjuj url","it's hard to get a full-fledged adult vaccine, the shutter is afraid to change it, yakjuj makjuj, shoots the Dajjal's automatic booster, the bosskur booster, that's the boss, yakjuj makjuj url","['it s', 'hard', 'to', 'get', 'a', 'full-fledged', 'adult', 'vaccine', 'the', 'shutter', 'is', 'afraid', 'to', 'change', 'it', 'yakjuj', 'makjuj', 'shoots', 'the', 'dajjal s', 'automatic', 'booster', 'the', 'bosskur', 'booster', 'that s', 'the', 'boss', 'yakjuj', 'makjuj', 'url']",it s hard to get a full-fledged adult vaccine the shutter is afraid to change it yakjuj makjuj shoots the dajjal s automatic booster the bosskur booster that s the boss yakjuj makjuj url
3005,"It's hard, my mother vaccinated patu, look for az from the puskesmas until Sinovac, if it's info, hehe","It's hard, my mother vaccinated patu, look for az from the puskesmas until Sinovac, if it's info, hehe","['it s', 'hard', 'my', 'mother', 'vaccinated', 'patu', 'look', 'for', 'az', 'from', 'the', 'puskesmas', 'until', 'sinovac', 'if', 'it s', 'info', 'hehe']",it s hard my mother vaccinated patu look for az from the puskesmas until sinovac if it s info hehe
3006,"The swab is afraid that the results will be dirty, bro, I'm healthy, I've had the booster vaccine too","The swab is afraid that the results will be dirty, bro, I'm healthy, I've had the booster vaccine too","['the', 'swab', 'is', 'afraid', 'that', 'the', 'results', 'will', 'be', 'dirty', 'bro', 'i m', 'healthy', 'i ve', 'had', 'the', 'booster', 'vaccine', 'too']",the swab is afraid that the results will be dirty bro i m healthy i ve had the booster vaccine too
3007,booster vaccine is better,booster vaccine is better,"['booster', 'vaccine', 'is', 'better']",booster vaccine is better
3008,"I'm booster three, let's get vaccinated","I'm booster three, let's get vaccinated","['i m', 'booster', 'three', 'let s', 'get', 'vaccinated']",i m booster three let s get vaccinated
3009,"I don't respond to the post thanks to the third booster vaccine vaccine so that natural vaccines are difficult, vaccines are safe, wait for the vaccine process","I don't respond to the post thanks to the third booster vaccine vaccine so that natural vaccines are difficult, vaccines are safe, wait for the vaccine process","['i', 'don t', 'respond', 'to', 'the', 'post', 'thanks', 'to', 'the', 'third', 'booster', 'vaccine', 'vaccine', 'so', 'that', 'natural', 'vaccines', 'are', 'difficult', 'vaccines', 'are', 'safe', 'wait', 'for', 'the', 'vaccine', 'process']",i don t respond to the post thanks to the third booster vaccine vaccine so that natural vaccines are difficult vaccines are safe wait for the vaccine process
3010,"I don't smoke, drink a booster vaccine, br dt, vaccine url","I don't smoke, drink a booster vaccine, br dt, vaccine url","['i', 'don t', 'smoke', 'drink', 'a', 'booster', 'vaccine', 'br', 'dt', 'vaccine', 'url']",i don t smoke drink a booster vaccine br dt vaccine url
3011,"I've been vaccinated with the booster prokes. I've sold out COVID-19, then my vaccine doesn't believe in the name of the vaccine, which is rich in vaccine merchants.","I've been vaccinated with the booster prokes. I've sold out COVID-19, then my vaccine doesn't believe in the name of the vaccine, which is rich in vaccine merchants.","['i ve', 'been', 'vaccinated', 'with', 'the', 'booster', 'prokes', 'i ve', 'sold', 'out', 'covid', 'then', 'my', 'vaccine', 'doesn t', 'believe', 'in', 'the', 'name', 'of', 'the', 'vaccine', 'which', 'is', 'rich', 'in', 'vaccine', 'merchants']",i ve been vaccinated with the booster prokes i ve sold out covid then my vaccine doesn t believe in the name of the vaccine which is rich in vaccine merchants
3012,"I know it's just my job, it's just that I asked my sister who is also a doctor, it doesn't interfere with her health, the booster vaccine has recovered from being exposed to covid","I know it's just my job, it's just that I asked my sister who is also a doctor, it doesn't interfere with her health, the booster vaccine has recovered from being exposed to covid","['i', 'know', 'it s', 'just', 'my', 'job', 'it s', 'just', 'that', 'i', 'asked', 'my', 'sister', 'who', 'is', 'also', 'a', 'doctor', 'it', 'doesn t', 'interfere', 'with', 'her', 'health', 'the', 'booster', 'vaccine', 'has', 'recovered', 'from', 'being', 'exposed', 'to', 'covid']",i know it s just my job it s just that i asked my sister who is also a doctor it doesn t interfere with her health the booster vaccine has recovered from being exposed to covid
3013,"I'm trying to take care of my flute child because I need forced labor to take care of the vaccine freak for the youngest because I'm still in college because I'm still trying to avoid vaccines when I hear the news that my child needs a booster if not, it won't work","I'm trying to take care of my flute child because I need forced labor to take care of the vaccine freak for the youngest because I'm still in college because I'm still trying to avoid vaccines when I hear the news that my child needs a booster if not, it won't work","['i m', 'trying', 'to', 'take', 'care', 'of', 'my', 'flute', 'child', 'because', 'i', 'need', 'forced', 'labor', 'to', 'take', 'care', 'of', 'the', 'vaccine', 'freak', 'for', 'the', 'youngest', 'because', 'i m', 'still', 'in', 'college', 'because', 'i m', 'still', 'trying', 'to', 'avoid', 'vaccines', 'when', 'i', 'hear', 'the', 'news', 'that', 'my', 'child', 'needs', 'a', 'booster', 'if', 'not', 'it', 'won t', 'work']",i m trying to take care of my flute child because i need forced labor to take care of the vaccine freak for the youngest because i m still in college because i m still trying to avoid vaccines when i hear the news that my child needs a booster if not it won t work
3014,"I need to give a booster further dose of vaccine, receive a booster follow-up vaccination, see the infographic, url","I need to give a booster further dose of vaccine, receive a booster follow-up vaccination, see the infographic, url","['i', 'need', 'to', 'give', 'a', 'booster', 'further', 'dose', 'of', 'vaccine', 'receive', 'a', 'booster', 'follow-up', 'vaccination', 'see', 'the', 'infographic', 'url']",i need to give a booster further dose of vaccine receive a booster follow-up vaccination see the infographic url
3015,I mean the vaccine flight has not arrived until the booster,I mean the vaccine flight has not arrived until the booster,"['i', 'mean', 'the', 'vaccine', 'flight', 'has', 'not', 'arrived', 'until', 'the', 'booster']",i mean the vaccine flight has not arrived until the booster
3016,"conditions for review in the nataru period, mandatory negative dose of vaccine, pcr x negative antigen, x hours, mandatory negative pcr, x hours, not yet vaccinated, what reason forbidding capacity at city krl url","conditions for review in the nataru period, mandatory negative dose of vaccine, pcr x negative antigen, x hours, mandatory negative pcr, x hours, not yet vaccinated, what reason forbidding capacity at city krl url","['conditions', 'for', 'review', 'in', 'the', 'nataru', 'period', 'mandatory', 'negative', 'dose', 'of', 'vaccine', 'pcr', 'x', 'negative', 'antigen', 'x', 'hours', 'mandatory', 'negative', 'pcr', 'x', 'hours', 'not', 'yet', 'vaccinated', 'what', 'reason', 'forbidding', 'capacity', 'at', 'city', 'krl', 'url']",conditions for review in the nataru period mandatory negative dose of vaccine pcr x negative antigen x hours mandatory negative pcr x hours not yet vaccinated what reason forbidding capacity at city krl url
3017,"I'm on my way until the primary vaccine is booster, but I don't know if it's changed","I'm on my way until the primary vaccine is booster, but I don't know if it's changed","['i m', 'on', 'my', 'way', 'until', 'the', 'primary', 'vaccine', 'is', 'booster', 'but', 'i', 'don t', 'know', 'if', 'it s', 'changed']",i m on my way until the primary vaccine is booster but i don t know if it s changed
3018,criteria for the recipient of the booster covid vaccine January url,criteria for the recipient of the booster covid vaccine January url,"['criteria', 'for', 'the', 'recipient', 'of', 'the', 'booster', 'covid', 'vaccine', 'january', 'url']",criteria for the recipient of the booster covid vaccine january url
3019,"the criteria for receiving the booster covid vaccine in January, sonora news url via","the criteria for receiving the booster covid vaccine in January, sonora news url via","['the', 'criteria', 'for', 'receiving', 'the', 'booster', 'covid', 'vaccine', 'in', 'january', 'sonora', 'news', 'url', 'via']",the criteria for receiving the booster covid vaccine in january sonora news url via
3020,I need the criteria to receive the January booster vaccine url,I need the criteria to receive the January booster vaccine url,"['i', 'need', 'the', 'criteria', 'to', 'receive', 'the', 'january', 'booster', 'vaccine', 'url']",i need the criteria to receive the january booster vaccine url
3021,I want to know that the minimum dose of vaccine has been booster if those who didn't receive the vaccine because they are healthy and have read the antigen earlier,I want to know that the minimum dose of vaccine has been booster if those who didn't receive the vaccine because they are healthy and have read the antigen earlier,"['i', 'want', 'to', 'know', 'that', 'the', 'minimum', 'dose', 'of', 'vaccine', 'has', 'been', 'booster', 'if', 'those', 'who', 'didn t', 'receive', 'the', 'vaccine', 'because', 'they', 'are', 'healthy', 'and', 'have', 'read', 'the', 'antigen', 'earlier']",i want to know that the minimum dose of vaccine has been booster if those who didn t receive the vaccine because they are healthy and have read the antigen earlier
3022,the requirement to receive a booster vaccine is to receive a dose of vaccine,the requirement to receive a booster vaccine is to receive a dose of vaccine,"['the', 'requirement', 'to', 'receive', 'a', 'booster', 'vaccine', 'is', 'to', 'receive', 'a', 'dose', 'of', 'vaccine']",the requirement to receive a booster vaccine is to receive a dose of vaccine
3023,"I need a ticket, bro, exactly at the store, you have to have a booster, Grandma, at least get a vaccine, wow","I need a ticket, bro, exactly at the store, you have to have a booster, Grandma, at least get a vaccine, wow","['i', 'need', 'a', 'ticket', 'bro', 'exactly', 'at', 'the', 'store', 'you', 'have', 'to', 'have', 'a', 'booster', 'grandma', 'at', 'least', 'get', 'a', 'vaccine', 'wow']",i need a ticket bro exactly at the store you have to have a booster grandma at least get a vaccine wow
3024,"the requirement for overlapping the May date, three doses of the mandatory booster vaccine, negative result rt-pcr rapid test antigen, complete information, check the link url, thanks","the requirement for overlapping the May date, three doses of the mandatory booster vaccine, negative result rt-pcr rapid test antigen, complete information, check the link url, thanks","['the', 'requirement', 'for', 'overlapping', 'the', 'may', 'date', 'three', 'doses', 'of', 'the', 'mandatory', 'booster', 'vaccine', 'negative', 'result', 'rt-pcr', 'rapid', 'test', 'antigen', 'complete', 'information', 'check', 'the', 'link', 'url', 'thanks']",the requirement for overlapping the may date three doses of the mandatory booster vaccine negative result rt-pcr rapid test antigen complete information check the link url thanks
3025,"The condition is that I have my booster vaccine, the plot twist is like that url","The condition is that I have my booster vaccine, the plot twist is like that url","['the', 'condition', 'is', 'that', 'i', 'have', 'my', 'booster', 'vaccine', 'the', 'plot', 'twist', 'is', 'like', 'that', 'url']",the condition is that i have my booster vaccine the plot twist is like that url
3026,the requirements for the vaccine are all means a booster,the requirements for the vaccine are all means a booster,"['the', 'requirements', 'for', 'the', 'vaccine', 'are', 'all', 'means', 'a', 'booster']",the requirements for the vaccine are all means a booster
3027,"the mandatory requirement for vaccines, vaccines that are at least twice the main vaccine booster","the mandatory requirement for vaccines, vaccines that are at least twice the main vaccine booster","['the', 'mandatory', 'requirement', 'for', 'vaccines', 'vaccines', 'that', 'are', 'at', 'least', 'twice', 'the', 'main', 'vaccine', 'booster']",the mandatory requirement for vaccines vaccines that are at least twice the main vaccine booster
3028,syukron zeline beautiful name is called by god it's okay booster vaccine is not feeling well gin,syukron zeline beautiful name is called by god it's okay booster vaccine is not feeling well gin,"['syukron', 'zeline', 'beautiful', 'name', 'is', 'called', 'by', 'god', 'it s', 'okay', 'booster', 'vaccine', 'is', 'not', 'feeling', 'well', 'gin']",syukron zeline beautiful name is called by god it s okay booster vaccine is not feeling well gin
3029,"I really think I don't feel the severe effects of the vaccine, my hands are hard to move","I really think I don't feel the severe effects of the vaccine, my hands are hard to move","['i', 'really', 'think', 'i', 'don t', 'feel', 'the', 'severe', 'effects', 'of', 'the', 'vaccine', 'my', 'hands', 'are', 'hard', 'to', 'move']",i really think i don t feel the severe effects of the vaccine my hands are hard to move
3030,Vaccine info tab help RT know you need a url,Vaccine info tab help RT know you need a url,"['vaccine', 'info', 'tab', 'help', 'rt', 'know', 'you', 'need', 'a', 'url']",vaccine info tab help rt know you need a url
3031,tabe info booster vaccine for puskesmas,tabe info booster vaccine for puskesmas,"['tabe', 'info', 'booster', 'vaccine', 'for', 'puskesmas']",tabe info booster vaccine for puskesmas
3032,Do you know that booster vaccines are really negative?,Do you know that booster vaccines are really negative?,"['do', 'you', 'know', 'that', 'booster', 'vaccines', 'are', 'really', 'negative']",do you know that booster vaccines are really negative
3033,know the criteria for receiving the booster vaccine January million doses url,know the criteria for receiving the booster vaccine January million doses url,"['know', 'the', 'criteria', 'for', 'receiving', 'the', 'booster', 'vaccine', 'january', 'million', 'doses', 'url']",know the criteria for receiving the booster vaccine january million doses url
3034,"year of booster dose vaccine, it's safe, doesn't sway","year of booster dose vaccine, it's safe, doesn't sway","['year', 'of', 'booster', 'dose', 'vaccine', 'it s', 'safe', 'doesn t', 'sway']",year of booster dose vaccine it s safe doesn t sway
3035,Taiwan the effect of the vaccine living comorbid is more than that of the vaccine,Taiwan the effect of the vaccine living comorbid is more than that of the vaccine,"['taiwan', 'the', 'effect', 'of', 'the', 'vaccine', 'living', 'comorbid', 'is', 'more', 'than', 'that', 'of', 'the', 'vaccine']",taiwan the effect of the vaccine living comorbid is more than that of the vaccine
3036,so scared hikss tomorrow chicken vaccine booster but can't sleep url,so scared hikss tomorrow chicken vaccine booster but can't sleep url,"['so', 'scared', 'hikss', 'tomorrow', 'chicken', 'vaccine', 'booster', 'but', 'can t', 'sleep', 'url']",so scared hikss tomorrow chicken vaccine booster but can t sleep url
3037,"I'm really afraid of syringes but thank God I've had the courage to vaccinate x, but the booster is brave enough to collect again","I'm really afraid of syringes but thank God I've had the courage to vaccinate x, but the booster is brave enough to collect again","['i m', 'really', 'afraid', 'of', 'syringes', 'but', 'thank', 'god', 'i ve', 'had', 'the', 'courage', 'to', 'vaccinate', 'x', 'but', 'the', 'booster', 'is', 'brave', 'enough', 'to', 'collect', 'again']",i m really afraid of syringes but thank god i ve had the courage to vaccinate x but the booster is brave enough to collect again
3038,afraid of fever after tomorrow's booster vaccine hiksss,afraid of fever after tomorrow's booster vaccine hiksss,"['afraid', 'of', 'fever', 'after', 'tomorrow s', 'booster', 'vaccine', 'hiksss']",afraid of fever after tomorrow s booster vaccine hiksss
3039,"I'm afraid if I have a booster vaccine, they say","I'm afraid if I have a booster vaccine, they say","['i m', 'afraid', 'if', 'i', 'have', 'a', 'booster', 'vaccine', 'they', 'say']",i m afraid if i have a booster vaccine they say
3040,afraid of kipi due to vaccine big problem booster vaccination semarang url,afraid of kipi due to vaccine big problem booster vaccination semarang url,"['afraid', 'of', 'kipi', 'due', 'to', 'vaccine', 'big', 'problem', 'booster', 'vaccination', 'semarang', 'url']",afraid of kipi due to vaccine big problem booster vaccination semarang url
3041,"I'm scared at the tbz concert, we need a booster vaccine, let's get it vaccinated while it's really close to the house when I check the rest, the url is crazy","I'm scared at the tbz concert, we need a booster vaccine, let's get it vaccinated while it's really close to the house when I check the rest, the url is crazy","['i m', 'scared', 'at', 'the', 'tbz', 'concert', 'we', 'need', 'a', 'booster', 'vaccine', 'let s', 'get', 'it', 'vaccinated', 'while', 'it s', 'really', 'close', 'to', 'the', 'house', 'when', 'i', 'check', 'the', 'rest', 'the', 'url', 'is', 'crazy']",i m scared at the tbz concert we need a booster vaccine let s get it vaccinated while it s really close to the house when i check the rest the url is crazy
3042,"I'm afraid to see people reply to the booster shot article, mostly reject the slaves, the vaccines have been approved","I'm afraid to see people reply to the booster shot article, mostly reject the slaves, the vaccines have been approved","['i m', 'afraid', 'to', 'see', 'people', 'reply', 'to', 'the', 'booster', 'shot', 'article', 'mostly', 'reject', 'the', 'slaves', 'the', 'vaccines', 'have', 'been', 'approved']",i m afraid to see people reply to the booster shot article mostly reject the slaves the vaccines have been approved
3043,I'm afraid I've had the Sinovac vaccine this time,I'm afraid I've had the Sinovac vaccine this time,"['i m', 'afraid', 'i ve', 'had', 'the', 'sinovac', 'vaccine', 'this', 'time']",i m afraid i ve had the sinovac vaccine this time
3044,"afraid of vaccines, division of public relations, police, poldakaltim, polrestasamarinda, precision, police, palar, infopalaran, samarindahits, Kabarsamarinda, official url","afraid of vaccines, division of public relations, police, poldakaltim, polrestasamarinda, precision, police, palar, infopalaran, samarindahits, Kabarsamarinda, official url","['afraid', 'of', 'vaccines', 'division', 'of', 'public', 'relations', 'police', 'poldakaltim', 'polrestasamarinda', 'precision', 'police', 'palar', 'infopalaran', 'samarindahits', 'kabarsamarinda', 'official', 'url']",afraid of vaccines division of public relations police poldakaltim polrestasamarinda precision police palar infopalaran samarindahits kabarsamarinda official url
3045,"I'm afraid to get vaccinated because the syringe hurts for only a few seconds, many say they don't want to exchange sick seconds with the benefits of vaccines, the side effects of checking tweets, conspiracy, don't understand how vaccines work, I'll explain","I'm afraid to get vaccinated because the syringe hurts for only a few seconds, many say they don't want to exchange sick seconds with the benefits of vaccines, the side effects of checking tweets, conspiracy, don't understand how vaccines work, I'll explain","['i m', 'afraid', 'to', 'get', 'vaccinated', 'because', 'the', 'syringe', 'hurts', 'for', 'only', 'a', 'few', 'seconds', 'many', 'say', 'they', 'don t', 'want', 'to', 'exchange', 'sick', 'seconds', 'with', 'the', 'benefits', 'of', 'vaccines', 'the', 'side', 'effects', 'of', 'checking', 'tweets', 'conspiracy', 'don t', 'understand', 'how', 'vaccines', 'work', 'i ll', 'explain']",i m afraid to get vaccinated because the syringe hurts for only a few seconds many say they don t want to exchange sick seconds with the benefits of vaccines the side effects of checking tweets conspiracy don t understand how vaccines work i ll explain
3046,"signs of kipi not passing out, stroke, living in the world even though the real world is not after the covid vaccine, experiencing fainting, mild stroke, severe death, must evaluate the symptoms of kipi","signs of kipi not passing out, stroke, living in the world even though the real world is not after the covid vaccine, experiencing fainting, mild stroke, severe death, must evaluate the symptoms of kipi","['signs', 'of', 'kipi', 'not', 'passing', 'out', 'stroke', 'living', 'in', 'the', 'world', 'even', 'though', 'the', 'real', 'world', 'is', 'not', 'after', 'the', 'covid', 'vaccine', 'experiencing', 'fainting', 'mild', 'stroke', 'severe', 'death', 'must', 'evaluate', 'the', 'symptoms', 'of', 'kipi']",signs of kipi not passing out stroke living in the world even though the real world is not after the covid vaccine experiencing fainting mild stroke severe death must evaluate the symptoms of kipi
3047,arema fc trial match vs psis semarang confirm watch live me,arema fc trial match vs psis semarang confirm watch live me,"['arema', 'fc', 'trial', 'match', 'vs', 'psis', 'semarang', 'confirm', 'watch', 'live', 'me']",arema fc trial match vs psis semarang confirm watch live me
3048,"sloppy hands, I hope you get a booster vaccine at home so you don't get a campus vaccine","sloppy hands, I hope you get a booster vaccine at home so you don't get a campus vaccine","['sloppy', 'hands', 'i', 'hope', 'you', 'get', 'a', 'booster', 'vaccine', 'at', 'home', 'so', 'you', 'don t', 'get', 'a', 'campus', 'vaccine']",sloppy hands i hope you get a booster vaccine at home so you don t get a campus vaccine
3049,sick booster vaccine hands,sick booster vaccine hands,"['sick', 'booster', 'vaccine', 'hands']",sick booster vaccine hands
3050,The hands that were used for the booster vaccine really hurt,The hands that were used for the booster vaccine really hurt,"['the', 'hands', 'that', 'were', 'used', 'for', 'the', 'booster', 'vaccine', 'really', 'hurt']",the hands that were used for the booster vaccine really hurt
3051,the date for booster vaccine is in the morning remember now wow yahoo tul,the date for booster vaccine is in the morning remember now wow yahoo tul,"['the', 'date', 'for', 'booster', 'vaccine', 'is', 'in', 'the', 'morning', 'remember', 'now', 'wow', 'yahoo', 'tul']",the date for booster vaccine is in the morning remember now wow yahoo tul
3052,responds kipi doctor eva deserves a forced vaccine url,responds kipi doctor eva deserves a forced vaccine url,"['responds', 'kipi', 'doctor', 'eva', 'deserves', 'a', 'forced', 'vaccine', 'url']",responds kipi doctor eva deserves a forced vaccine url
3053,"the target of the vaccine qc lab is not effective for the vaccine brand vax, the salary is kipi's responsibility","the target of the vaccine qc lab is not effective for the vaccine brand vax, the salary is kipi's responsibility","['the', 'target', 'of', 'the', 'vaccine', 'qc', 'lab', 'is', 'not', 'effective', 'for', 'the', 'vaccine', 'brand', 'vax', 'the', 'salary', 'is', 'kipi s', 'responsibility']",the target of the vaccine qc lab is not effective for the vaccine brand vax the salary is kipi s responsibility
3054,"National dose vaccination target chases the command to forget the triple immune booster vaccine, strong variants","National dose vaccination target chases the command to forget the triple immune booster vaccine, strong variants","['national', 'dose', 'vaccination', 'target', 'chases', 'the', 'command', 'to', 'forget', 'the', 'triple', 'immune', 'booster', 'vaccine', 'strong', 'variants']",national dose vaccination target chases the command to forget the triple immune booster vaccine strong variants
3055,National dose vaccination target chase orders forget booster vaccine triple immune system strong variant url,National dose vaccination target chase orders forget booster vaccine triple immune system strong variant url,"['national', 'dose', 'vaccination', 'target', 'chase', 'orders', 'forget', 'booster', 'vaccine', 'triple', 'immune', 'system', 'strong', 'variant', 'url']",national dose vaccination target chase orders forget booster vaccine triple immune system strong variant url
3056,Vaccination targets chase orders while vaccine booster url,Vaccination targets chase orders while vaccine booster url,"['vaccination', 'targets', 'chase', 'orders', 'while', 'vaccine', 'booster', 'url']",vaccination targets chase orders while vaccine booster url
3057,sinovac receipt date take booster further url,sinovac receipt date take booster further url,"['sinovac', 'receipt', 'date', 'take', 'booster', 'further', 'url']",sinovac receipt date take booster further url
3058,put the fate of the vaccine community expired url,put the fate of the vaccine community expired url,"['put', 'the', 'fate', 'of', 'the', 'vaccine', 'community', 'expired', 'url']",put the fate of the vaccine community expired url
3059,know many languages ​​but intensively vaccinate target who is fulfilled eee the commitment order to achieve is good but also think about the effect,know many languages ​​but intensively vaccinate target who is fulfilled eee the commitment order to achieve is good but also think about the effect,"['know', 'many', 'languages', '', '', 'but', 'intensively', 'vaccinate', 'target', 'who', 'is', 'fulfilled', 'eee', 'the', 'commitment', 'order', 'to', 'achieve', 'is', 'good', 'but', 'also', 'think', 'about', 'the', 'effect']",know many languages but intensively vaccinate target who is fulfilled eee the commitment order to achieve is good but also think about the effect
3060,You know you got information on booster care about protection or not until the vaccine is not now booster still doubting,You know you got information on booster care about protection or not until the vaccine is not now booster still doubting,"['you', 'know', 'you', 'got', 'information', 'on', 'booster', 'care', 'about', 'protection', 'or', 'not', 'until', 'the', 'vaccine', 'is', 'not', 'now', 'booster', 'still', 'doubting']",you know you got information on booster care about protection or not until the vaccine is not now booster still doubting
3061,Do you know the side effects of forcing children's vaccines to target children if they are children?,Do you know the side effects of forcing children's vaccines to target children if they are children?,"['do', 'you', 'know', 'the', 'side', 'effects', 'of', 'forcing', 'children s', 'vaccines', 'to', 'target', 'children', 'if', 'they', 'are', 'children']",do you know the side effects of forcing children s vaccines to target children if they are children
3062,"You know, I have a booster vaccine available, az, because there's a lot of stock, so be patient and wait","You know, I have a booster vaccine available, az, because there's a lot of stock, so be patient and wait","['you', 'know', 'i', 'have', 'a', 'booster', 'vaccine', 'available', 'az', 'because', 'there s', 'a', 'lot', 'of', 'stock', 'so', 'be', 'patient', 'and', 'wait']",you know i have a booster vaccine available az because there s a lot of stock so be patient and wait
3063,I know the booster vaccine checks blood sugar,I know the booster vaccine checks blood sugar,"['i', 'know', 'the', 'booster', 'vaccine', 'checks', 'blood', 'sugar']",i know the booster vaccine checks blood sugar
3064,Do you know that you are a slave to instinctive animal vaccines to avoid danger,Do you know that you are a slave to instinctive animal vaccines to avoid danger,"['do', 'you', 'know', 'that', 'you', 'are', 'a', 'slave', 'to', 'instinctive', 'animal', 'vaccines', 'to', 'avoid', 'danger']",do you know that you are a slave to instinctive animal vaccines to avoid danger
